symbol,date,open,high,low,close,volume,adjusted
LAME4.SA,2020-08-01,34.173244,36.088943,31.529184,32.197685,198482582,31.925732
LAME4.SA,2020-09-01,32.42717,33.055756,27.558104,28.326378,157959373,28.087122
LAME4.SA,2020-10-01,28.296446,29.384003,22.619198,23.177942,182586460,22.982172
LAME4.SA,2020-11-01,23.177942,25.941734,22.878614,22.878614,180767582,22.685373
LAME4.SA,2020-12-01,23.447336,26.74992,22.808771,26.231085,225838587,26.009527
LAME4.SA,2021-01-01,26.231085,26.550367,22.969999,24.09,172186651,23.886526
LAME4.SA,2021-02-01,24.33,29.26,23.629999,24.91,245064300,24.91
LAME4.SA,2021-03-01,25.27,25.68,20.91,22.360001,304193300,22.360001
LAME4.SA,2021-04-01,22.370001,24.41,20.639999,20.860001,260399100,20.860001
LAME4.SA,2021-05-01,20.879999,21.629999,18.280001,19.889999,225237400,19.889999
ENBR3.SA,2012-05-01,13.14339,13.60681,12.068649,12.719409,33457266,7.930786
ENBR3.SA,2012-06-01,12.620809,12.867309,12.216549,12.709549,27683742,7.924637
ENBR3.SA,2012-07-01,12.699689,13.69555,12.246129,13.36031,30891040,8.3304
ENBR3.SA,2012-08-01,13.36031,13.62653,12.315149,12.679969,20445718,7.906192
ENBR3.SA,2012-09-01,12.739129,13.39975,11.496768,12.689829,44142653,7.912341
ENBR3.SA,2012-10-01,12.679969,12.719409,11.841869,12.522209,36944385,7.807827
ENBR3.SA,2012-11-01,12.512349,12.857449,11.536208,11.950329,33145400,7.451249
ENBR3.SA,2012-12-01,11.999629,13.00535,11.753129,12.315149,40862436,7.678723
ENBR3.SA,2013-01-01,12.315149,12.818009,11.112228,12.019349,64757951,7.665046
ENBR3.SA,2013-02-01,11.940469,12.325009,11.358728,11.841869,28297840,7.551863
ENBR3.SA,2013-03-01,11.713689,13.12367,11.565788,12.571509,42157460,8.017174
ENBR3.SA,2013-04-01,12.315149,12.896889,11.329148,12.117949,43443870,7.727926
ENBR3.SA,2013-05-01,12.117949,13.07437,11.555928,12.394029,40072472,7.966106
ENBR3.SA,2013-06-01,12.561649,12.571509,9.899447,11.171388,46495595,7.180267
ENBR3.SA,2013-07-01,10.984048,11.822149,10.471328,11.644668,39915984,7.484463
ENBR3.SA,2013-08-01,11.733409,11.733409,10.283987,10.599508,49285549,6.8127
ENBR3.SA,2013-09-01,10.629088,11.891169,10.461468,11.891169,34629375,7.642898
ENBR3.SA,2013-10-01,11.920749,12.778569,11.555928,12.492629,34499455,8.029479
ENBR3.SA,2013-11-01,12.591229,12.709549,11.398168,11.782709,31267209,7.573188
ENBR3.SA,2013-12-01,11.723549,12.078509,10.924888,11.191108,42074907,7.192942
ENBR3.SA,2014-01-01,11.191108,11.486908,8.992326,9.514907,46241129,6.149871
ENBR3.SA,2014-02-01,9.426167,9.800847,8.252826,8.804986,61087770,5.69102
ENBR3.SA,2014-03-01,8.804986,10.165667,8.026046,10.155807,54478446,6.56411
ENBR3.SA,2014-04-01,10.214967,10.688248,9.268407,9.445887,51788694,6.105259
ENBR3.SA,2014-05-01,9.445887,10.530488,8.844426,9.258547,52957962,6.502556
ENBR3.SA,2014-06-01,9.120507,11.112228,9.012046,10.698108,29056865,7.513603
ENBR3.SA,2014-07-01,10.776988,11.585508,10.205107,10.451608,22731716,7.340479
ENBR3.SA,2014-08-01,10.382588,11.516488,10.313567,11.161528,21921777,7.839077
ENBR3.SA,2014-09-01,11.062928,11.269988,9.455747,9.860007,35925822,6.92498
ENBR3.SA,2014-10-01,9.672667,10.688248,8.696526,9.534627,46325817,6.696456
ENBR3.SA,2014-11-01,9.593787,10.254407,8.686666,9.938887,24972588,6.980379
ENBR3.SA,2014-12-01,9.751547,9.948747,8.400726,8.844426,68701971,6.211706
ENBR3.SA,2015-01-01,8.844426,9.169807,8.164086,8.450026,40318922,6.12016
ENBR3.SA,2015-02-01,8.578206,9.347287,7.769685,8.874006,41049960,6.427239
ENBR3.SA,2015-03-01,8.893726,10.461468,8.035906,10.175527,51484330,7.3699
ENBR3.SA,2015-04-01,10.362868,11.496768,10.293847,11.289708,27863863,8.176877
ENBR3.SA,2015-05-01,11.289708,11.871449,10.353007,10.353007,35164264,7.590935
ENBR3.SA,2015-06-01,10.372728,11.536208,10.224827,11.348868,34262643,8.321113
ENBR3.SA,2015-07-01,11.408028,13.01521,11.191108,12.867309,43526937,9.434448
ENBR3.SA,2015-08-01,12.867309,13.19269,10.658668,11.053068,44044781,8.104229
ENBR3.SA,2015-09-01,10.776988,12.305289,10.609368,11.319288,45319222,8.299425
ENBR3.SA,2015-10-01,11.388308,11.999629,10.944608,11.122088,39555537,8.154834
ENBR3.SA,2015-11-01,11.122088,12.758849,11.122088,11.703829,44130790,8.581372
ENBR3.SA,2015-12-01,11.634808,12.660249,11.555928,11.871449,32369335,8.704272
ENBR3.SA,2016-01-01,11.871449,11.999629,10.293847,11.950329,35980286,8.784495
ENBR3.SA,2016-02-01,12.719409,13.00535,11.644668,12.551789,39021155,9.22662
ENBR3.SA,2016-03-01,12.719409,13.41947,12.285569,12.443329,59252884,9.146892
ENBR3.SA,2016-04-01,12.325009,12.689829,11.605228,12.620809,24078063,9.277355
ENBR3.SA,2016-05-01,12.670109,12.99,11.79,12.21,71126924,9.426323
ENBR3.SA,2016-06-01,12.26,13.64,12.04,13.62,67038400,10.514866
ENBR3.SA,2016-07-01,13.76,15.1,13.44,14.38,50606000,11.1016
ENBR3.SA,2016-08-01,14.39,14.76,13.38,14.3,42831000,11.03984
ENBR3.SA,2016-09-01,14.26,14.98,13.61,14.38,38402900,11.1016
ENBR3.SA,2016-10-01,14.35,15.82,14.2,15.35,40311600,11.850456
ENBR3.SA,2016-11-01,15.76,15.8,13.47,14.18,45944600,10.947197
ENBR3.SA,2016-12-01,13.97,14.15,12.98,13.4,34852300,10.345022
ENBR3.SA,2017-01-01,13.37,14.18,13.03,14.05,29130000,11.29036
ENBR3.SA,2017-02-01,14.11,14.36,13.4,13.73,28042000,11.033214
ENBR3.SA,2017-03-01,13.87,14.14,13.07,13.95,41252700,11.210003
ENBR3.SA,2017-04-01,14.02,14.19,12.9,13.42,31776200,10.784101
ENBR3.SA,2017-05-01,13.42,13.87,12.07,13.34,42314200,10.719815
ENBR3.SA,2017-06-01,13.4,14.19,13.2,14.19,37871500,11.402862
ENBR3.SA,2017-07-01,14.16,14.78,13.98,14.37,30824700,11.547508
ENBR3.SA,2017-08-01,14.39,15.24,14.15,15.24,32808400,12.246627
ENBR3.SA,2017-09-01,15.25,16.15,14.94,15.14,30473500,12.166269
ENBR3.SA,2017-10-01,15.1,15.85,14.36,14.4,36973600,11.571614
ENBR3.SA,2017-11-01,14.49,14.94,13.8,13.8,45571200,11.089465
ENBR3.SA,2017-12-01,13.79,14.12,13.23,14,34433600,11.250181
ENBR3.SA,2018-01-01,14,14.2,13.34,13.71,30748100,11.11613
ENBR3.SA,2018-02-01,13.85,14.06,12.82,13.3,35600300,10.783701
ENBR3.SA,2018-03-01,13.41,14,13.04,13.31,33394700,10.791809
ENBR3.SA,2018-04-01,13.22,14.35,12.97,13.89,42127700,11.262076
ENBR3.SA,2018-05-01,13.89,15.6,12.83,13.22,88833800,11.543562
ENBR3.SA,2018-06-01,13.39,14.55,12.29,13.87,69478000,12.111135
ENBR3.SA,2018-07-01,13.74,14.48,13.26,13.65,41656400,11.919032
ENBR3.SA,2018-08-01,13.58,14.22,13.2,13.41,51664400,11.709467
ENBR3.SA,2018-09-01,13.31,13.47,12.48,12.79,50043600,11.168089
ENBR3.SA,2018-10-01,12.71,14.6,12.53,14,76905300,12.224648
ENBR3.SA,2018-11-01,14.3,14.31,13.14,13.69,118839000,11.95396
ENBR3.SA,2018-12-01,13.98,14.85,13.63,14.75,51189900,12.879541
ENBR3.SA,2019-01-01,14.75,17.120001,13.98,16.790001,72886900,14.660848
ENBR3.SA,2019-02-01,17.030001,19.32,16.83,17.299999,73100000,15.886071
ENBR3.SA,2019-03-01,17.5,18.200001,16.52,16.98,57485700,15.592225
ENBR3.SA,2019-04-01,17.18,18,16.379999,17.51,55608500,16.078909
ENBR3.SA,2019-05-01,17.51,19.860001,16.85,19.84,51236200,18.284374
ENBR3.SA,2019-06-01,19.889999,21.08,18.18,18.9,57686100,17.418077
ENBR3.SA,2019-07-01,19.18,20.139999,18.530001,19.290001,52381500,17.7775
ENBR3.SA,2019-08-01,19.4,20.790001,19.01,20.1,70357200,18.523989
ENBR3.SA,2019-09-01,20,20.360001,18.76,19.6,34684600,18.063192
ENBR3.SA,2019-10-01,19.700001,19.700001,18.01,18.969999,57300700,17.482588
ENBR3.SA,2019-11-01,18.98,20,18.49,19.889999,48141700,18.330452
ENBR3.SA,2019-12-01,19.889999,22.120001,19.719999,22.1,57775100,20.367168
ENBR3.SA,2020-01-01,22.1,23.32,21.4,22.35,67306900,20.597569
ENBR3.SA,2020-02-01,22.379999,23.18,19.41,20.43,58416700,19.166523
ENBR3.SA,2020-03-01,20.43,21.809999,13.19,16.280001,110186600,15.273178
ENBR3.SA,2020-04-01,15.4,17.84,14.5,17,62990100,15.94865
ENBR3.SA,2020-05-01,17,17.9,14.82,17.67,59427400,16.777411
ENBR3.SA,2020-06-01,17.709999,18.77,17.209999,17.42,48250100,16.540041
ENBR3.SA,2020-07-01,17.5,18.940001,17.41,18.559999,57133700,17.622454
ENBR3.SA,2020-08-01,18.639999,18.92,16.93,18.690001,57375600,17.745888
ENBR3.SA,2020-09-01,18.77,19.73,17.309999,17.41,67216300,16.530546
ENBR3.SA,2020-10-01,17.540001,18.370001,16.99,17,73045000,16.141256
ENBR3.SA,2020-11-01,17,19.299999,17,18.549999,61380300,17.612959
ENBR3.SA,2020-12-01,18.73,20.17,18.549999,19.65,53738100,18.657394
ENBR3.SA,2021-01-01,19.65,20.65,18.51,19.290001,55470300,18.31558
ENBR3.SA,2021-02-01,19.540001,20.200001,17.809999,18.01,51510900,17.34071
ENBR3.SA,2021-03-01,18.24,19.940001,17.110001,19.790001,83406500,19.054562
ENBR3.SA,2021-04-01,19.82,20.059999,18.540001,18.790001,65596900,18.091722
ENBR3.SA,2021-05-01,18.790001,19.26,18.110001,18.65,76294500,18.65
EGIE3.SA,2012-05-01,26.280001,28.488001,25.656,26.76,23166250,15.211282
EGIE3.SA,2012-06-01,26.752001,30.408001,26.4,29.719999,16888500,16.893848
EGIE3.SA,2012-07-01,29.799999,30.128,27.808001,29.24,18329375,16.620995
EGIE3.SA,2012-08-01,29.368,29.576,26.752001,27.007999,13153000,15.352252
EGIE3.SA,2012-09-01,27.16,28.120001,23.375999,25.6,19655125,14.985771
EGIE3.SA,2012-10-01,25.768,28.799999,25.208,28,19193375,16.390688
EGIE3.SA,2012-11-01,28.136,29.392,25.992001,27.879999,14837125,16.320442
EGIE3.SA,2012-12-01,27.872,27.872,26,26.68,13966625,15.815332
EGIE3.SA,2013-01-01,26.68,29.648001,25.200001,28.312,22596750,16.782745
EGIE3.SA,2013-02-01,28.304001,28.632,26.808001,28,15931875,16.597795
EGIE3.SA,2013-03-01,27.848,28.584,26.232,27.648001,18253125,16.811256
EGIE3.SA,2013-04-01,27.912001,29.664,27.096001,28.52,16514625,17.341473
EGIE3.SA,2013-05-01,28.52,30.704,28.056,29.559999,19177625,17.973837
EGIE3.SA,2013-06-01,29.576,29.84,25.280001,27.736,22611625,16.864759
EGIE3.SA,2013-07-01,26.808001,29.312,26.736,29.120001,14268000,17.706301
EGIE3.SA,2013-08-01,29.112,29.927999,26.823999,27.312,15326500,16.606951
EGIE3.SA,2013-09-01,27.360001,30.504,27.184,29.304001,15095250,18.42808
EGIE3.SA,2013-10-01,29.48,30.856001,28.84,30.48,11776000,19.167622
EGIE3.SA,2013-11-01,30.76,32.919998,29.992001,30.591999,13726125,19.23805
EGIE3.SA,2013-12-01,30.568001,31.312,28.664,28.752001,13438250,18.259512
EGIE3.SA,2014-01-01,28.752001,30.799999,26.832001,27.6,21916375,17.527914
EGIE3.SA,2014-02-01,27.552,28.464001,25.68,26.559999,24441500,16.867439
EGIE3.SA,2014-03-01,26.559999,28.976,24.704,28.08,22360750,17.832747
EGIE3.SA,2014-04-01,28.368,29.072001,25.200001,26.528,21041750,16.84712
EGIE3.SA,2014-05-01,26.528,27.896,26.08,26.656,19224125,16.928408
EGIE3.SA,2014-06-01,26.624001,28.648001,26.256001,26.4,16814125,16.765831
EGIE3.SA,2014-07-01,26.384001,28.639999,26.128,27.191999,17259875,17.268805
EGIE3.SA,2014-08-01,27.200001,31.504,26.639999,30.440001,19040625,19.331512
EGIE3.SA,2014-09-01,30.312,30.639999,27.304001,27.528,19235375,17.482191
EGIE3.SA,2014-10-01,27.232,29.431999,24.120001,27,34493000,17.489157
EGIE3.SA,2014-11-01,27.271999,28.16,25.743999,27.528,18339750,17.831171
EGIE3.SA,2014-12-01,27.823999,27.936001,25.063999,27.063999,82883471,18.017918
EGIE3.SA,2015-01-01,27.063999,27.688,24.208,24.912001,21175500,16.585218
EGIE3.SA,2015-02-01,24.912001,26.983999,23.528,26.719999,15972000,17.788897
EGIE3.SA,2015-03-01,26.816,29.040001,25.200001,28.24,18181875,18.800842
EGIE3.SA,2015-04-01,28.632,29.816,27.615999,28.559999,16426375,19.013882
EGIE3.SA,2015-05-01,28.559999,30.375999,27.056,27.08,21412875,18.028572
EGIE3.SA,2015-06-01,27.128,28.448,26.496,27.351999,19584750,18.341045
EGIE3.SA,2015-07-01,27.440001,29.927999,26.976,29,24290750,19.446121
EGIE3.SA,2015-08-01,28.84,29.448,24.823999,26.832001,22363375,17.992355
EGIE3.SA,2015-09-01,26.120001,28.288,24.992001,27.007999,25681875,18.364214
EGIE3.SA,2015-10-01,27.056,28.08,25.832001,27.096001,22011375,18.424049
EGIE3.SA,2015-11-01,27.096001,29.983999,26.528,26.768,24764250,18.201023
EGIE3.SA,2015-12-01,26.584,28.304001,25.872,26.792,22488125,18.461321
EGIE3.SA,2016-01-01,26.792,27.072001,23.544001,27.072001,22779625,18.654261
EGIE3.SA,2016-02-01,26.4,28.624001,26.176001,28.24,23738625,19.45908
EGIE3.SA,2016-03-01,28.472,30.792,27.952,29.344,36737250,20.219807
EGIE3.SA,2016-04-01,28.976,31.264,28.104,30.52,14444500,21.030138
EGIE3.SA,2016-05-01,30.408001,30.632,28.200001,28.384001,21878875,19.558304
EGIE3.SA,2016-06-01,28.24,31,27.983999,30.648001,21982250,21.301386
EGIE3.SA,2016-07-01,30.775999,34.287998,30.280001,33.768002,25287250,23.469887
EGIE3.SA,2016-08-01,33.759998,35.119999,30.608,31.200001,20162000,21.685043
EGIE3.SA,2016-09-01,31.280001,32.751999,30.799999,30.799999,18249000,21.913101
EGIE3.SA,2016-10-01,30.799999,32.967999,30.511999,32.439999,23509000,23.079901
EGIE3.SA,2016-11-01,32.464001,32.919998,27.816,28.68,22284250,20.404793
EGIE3.SA,2016-12-01,28.528,28.736,26.608,28,19782750,20.284046
EGIE3.SA,2017-01-01,28.016001,29.336,27.528,28.639999,18659625,20.747683
EGIE3.SA,2017-02-01,28.879999,30.511999,28.104,29.584,20470250,21.431547
EGIE3.SA,2017-03-01,29.832001,30.087999,28.08,28.296,23861250,20.498478
EGIE3.SA,2017-04-01,28.288,28.768,27.200001,27.200001,15551125,19.704504
EGIE3.SA,2017-05-01,27.200001,28.072001,24.24,26.535999,28698500,19.223478
EGIE3.SA,2017-06-01,26.535999,28.288,26.304001,27.136,28095125,20.030941
EGIE3.SA,2017-07-01,27.327999,28.472,27.007999,28,18497750,20.66872
EGIE3.SA,2017-08-01,28.136,29.327999,26.879999,28.879999,23534875,21.318308
EGIE3.SA,2017-09-01,28.808001,30.416,28.511999,29,28475625,22.303268
EGIE3.SA,2017-10-01,29.08,30.68,28.408001,28.639999,24796875,22.026402
EGIE3.SA,2017-11-01,28.872,30.392,28.032,28.344,20007875,21.798758
EGIE3.SA,2017-12-01,28.344,28.92,27.48,28.408001,17605750,22.231369
EGIE3.SA,2018-01-01,28.408001,29.799999,27.799999,28.752001,21139250,22.500576
EGIE3.SA,2018-02-01,29.360001,32.112,27.76,31.32,27107125,24.510227
EGIE3.SA,2018-03-01,31.312,32.152,30.304001,31.327999,24127125,24.516485
EGIE3.SA,2018-04-01,31.368,31.431999,29.007999,29.591999,26096000,23.157934
EGIE3.SA,2018-05-01,29.591999,31.256001,28.528,29.591999,29597500,23.77985
EGIE3.SA,2018-06-01,29.672001,30.375999,26.52,27.384001,26484875,22.005527
EGIE3.SA,2018-07-01,27.360001,30.336,27.136,29.912001,17689750,24.036997
EGIE3.SA,2018-08-01,29.992001,31.608,28.016001,29.52,28312125,23.721992
EGIE3.SA,2018-09-01,29.24,30.063999,28.200001,28.384001,19175500,23.934198
EGIE3.SA,2018-10-01,28.455999,32.007999,28.216,31.84,33792000,26.848398
EGIE3.SA,2018-11-01,32.167999,35.279999,31.584,34.408001,29553250,29.013807
EGIE3.SA,2018-12-01,34.888,37.015999,32.509998,33.02,28165693,28.532602
EGIE3.SA,2019-01-01,33.02,44.080002,33.02,41.849998,32530400,36.703445
EGIE3.SA,2019-02-01,41.889999,44.66,40.919998,41.16,29468400,36.603405
EGIE3.SA,2019-03-01,41.16,43.599998,39.41,42.709999,27712700,37.981804
EGIE3.SA,2019-04-01,43.32,45.549999,41.360001,44.490002,23763300,39.564754
EGIE3.SA,2019-05-01,44.490002,46.32,40.130001,46.32,32309300,41.192169
EGIE3.SA,2019-06-01,46.310001,47.540001,41.599998,43.470001,38978800,38.743046
EGIE3.SA,2019-07-01,43.950001,49.5,43.07,48.27,25036000,43.021095
EGIE3.SA,2019-08-01,48.869999,49.439999,42.369999,44.98,30641500,40.088844
EGIE3.SA,2019-09-01,45.299999,45.849998,43.299999,44.389999,21468900,39.563004
EGIE3.SA,2019-10-01,44.509998,45.470001,42.169998,45.259998,26435200,40.338402
EGIE3.SA,2019-11-01,45.52,47.5,44.02,46.77,26760800,41.6842
EGIE3.SA,2019-12-01,47.049999,51.720001,45.18,50.799999,25580000,45.275974
EGIE3.SA,2020-01-01,50.799999,54.330002,50.610001,52.049999,24838700,47.954918
EGIE3.SA,2020-02-01,52.130001,53.650002,44.98,47.529999,33753200,43.790539
EGIE3.SA,2020-03-01,47.93,50.880001,36.830002,38.919998,61108100,35.857933
EGIE3.SA,2020-04-01,37.900002,41.68,36.950001,39.119999,39429300,36.042194
EGIE3.SA,2020-05-01,39.119999,42.75,35.560001,42.41,40684700,40.236687
EGIE3.SA,2020-06-01,41.830002,44.68,41.439999,42.09,41716100,39.933083
EGIE3.SA,2020-07-01,42.259998,47.700001,42.200001,46.169998,49414600,43.803997
EGIE3.SA,2020-08-01,46.509998,46.830002,42.02,42.630001,36510100,40.445415
EGIE3.SA,2020-09-01,42.919998,45.459999,39.82,40.349998,30625600,38.98246
EGIE3.SA,2020-10-01,40.529999,42.299999,39.560001,39.889999,29904600,38.538052
EGIE3.SA,2020-11-01,39.889999,45.889999,39.470001,42.34,41358600,40.905018
EGIE3.SA,2020-12-01,42.59,46.110001,42.439999,43.939999,35188100,42.45079
EGIE3.SA,2021-01-01,43.939999,45.68,42.349998,42.959999,28528900,42.141674
EGIE3.SA,2021-02-01,43.52,46.599998,41.049999,41.150002,30828100,40.366158
EGIE3.SA,2021-03-01,41.259998,42.740002,38.310001,41.830002,49256300,41.033203
EGIE3.SA,2021-04-01,41.889999,42.470001,40.669998,40.669998,27025900,39.895294
EGIE3.SA,2021-05-01,40.860001,41.27,38.470001,39.790001,36996000,39.049583
ENGI11.SA,2012-05-01,9.630204,9.765207,9.630204,9.630204,3443,6.914145
ENGI11.SA,2012-06-01,9.630204,9.90021,9.630204,9.675205,8441,6.946454
ENGI11.SA,2012-07-01,9.675205,9.675205,9.225195,9.225195,3888,6.623363
ENGI11.SA,2012-08-01,9.225195,9.666205,9.225195,9.360198,183214,6.72029
ENGI11.SA,2012-09-01,9.360198,10.125214,9.360198,9.945211,77439,7.340839
ENGI11.SA,2012-10-01,9.945211,10.485222,9.945211,10.350219,44436,7.639786
ENGI11.SA,2012-11-01,10.350219,10.908231,10.035212,10.87223,49215,8.025098
ENGI11.SA,2012-12-01,10.87223,11.583245,10.87223,11.583245,199882,8.549918
ENGI11.SA,2013-01-01,11.583245,11.583245,11.250238,11.430242,18997,8.436981
ENGI11.SA,2013-02-01,11.457243,11.745249,10.800229,11.745249,5442,9.035914
ENGI11.SA,2013-03-01,11.745249,13.010564,11.664644,12.30271,4711,9.464782
ENGI11.SA,2013-04-01,12.30271,12.362529,12.193042,12.362529,8824,9.510804
ENGI11.SA,2013-05-01,12.362529,12.960716,12.362529,12.950746,400,9.963334
ENGI11.SA,2013-06-01,12.950746,13.957694,11.963737,11.983677,8722,9.342229
ENGI11.SA,2013-07-01,12.063435,12.462226,11.465248,12.222952,46734,9.52876
ENGI11.SA,2013-08-01,12.222952,12.611773,10.169177,12.212982,38712,9.520989
ENGI11.SA,2013-09-01,12.212982,12.462226,10.966759,11.216004,30188,8.834044
ENGI11.SA,2013-10-01,10.966759,12.412378,10.169177,12.163133,48843,9.580028
ENGI11.SA,2013-11-01,12.163133,12.462226,11.664644,11.764342,21363,9.2659300000000009
ENGI11.SA,2013-12-01,11.764342,12.462226,11.564946,11.764342,52855,9.2659300000000009
ENGI11.SA,2014-01-01,11.764342,12.561924,11.714493,11.963737,47941,9.422978
ENGI11.SA,2014-02-01,11.963737,11.963737,11.963737,11.963737,24072,9.422978
ENGI11.SA,2014-03-01,11.963737,11.963737,10.677636,10.677636,7422,8.707517
ENGI11.SA,2014-04-01,10.677636,12.960716,10.667666,12.960716,9224,10.569347
ENGI11.SA,2014-05-01,12.960716,12.960716,11.166155,11.166155,401,9.105901
ENGI11.SA,2014-06-01,11.465248,12.452257,10.767364,10.966759,6917,8.943294
ENGI11.SA,2014-07-01,10.966759,11.963737,9.969781,11.265853,14740,9.187201
ENGI11.SA,2014-08-01,11.305732,12.950746,11.166155,12.462226,42925,10.162833
ENGI11.SA,2014-09-01,12.462226,13.509054,12.462226,13.509054,52753,11.274855
ENGI11.SA,2014-10-01,13.509054,13.509054,12.561924,12.960716,15144,10.817204
ENGI11.SA,2014-11-01,12.960716,12.960716,12.960716,12.960716,0,10.817204
ENGI11.SA,2014-12-01,12.960716,13.708449,12.960716,13.708449,100,11.441276
ENGI11.SA,2015-01-01,13.708449,13.708449,10.966759,11.006638,25174,9.186304
ENGI11.SA,2015-02-01,11.465248,12.861018,11.166155,12.861018,21461,10.733995
ENGI11.SA,2015-03-01,12.861018,13.060413,11.963737,11.963737,5414,9.98511
ENGI11.SA,2015-04-01,11.963737,13.160111,11.963737,13.160111,27282,10.983624
ENGI11.SA,2015-05-01,13.160111,14.954672,12.960716,13.708449,4010,11.441276
ENGI11.SA,2015-06-01,13.708449,14.306636,13.558902,14.286697,11532,12.427581
ENGI11.SA,2015-07-01,13.608751,15.453161,13.459205,14.047422,53054,12.254505
ENGI11.SA,2015-08-01,13.758298,14.705427,13.309658,13.309658,14940,11.610904
ENGI11.SA,2015-09-01,13.309658,13.848026,12.960716,13.708449,6217,11.958797
ENGI11.SA,2015-10-01,13.708449,13.957694,13.359507,13.6586,255367,11.915308
ENGI11.SA,2015-11-01,13.6586,13.957694,13.459205,13.459205,17952,11.741364
ENGI11.SA,2015-12-01,13.708449,13.957694,13.459205,13.957694,75923,12.176229
ENGI11.SA,2016-01-01,13.957694,13.957694,12.960716,13.588812,95585,11.854429
ENGI11.SA,2016-02-01,13.957694,13.957694,12.960716,13.778238,27781,12.019679
ENGI11.SA,2016-03-01,12.960716,13.957694,12.960716,13.957694,6617,12.176229
ENGI11.SA,2016-04-01,13.957694,14.60573,13.957694,14.60573,32996,13.010809
ENGI11.SA,2016-05-01,14.60573,15.114188,13.160111,15.114188,12134,13.463744
ENGI11.SA,2016-06-01,15.253765,17.247723,15.253765,16.948627,36705,15.097866
ENGI11.SA,2016-07-01,16.948627,21.943489,16.948627,20.737144,27964995,18.472683
ENGI11.SA,2016-08-01,20.348324,22.362221,20.07914,20.896662,20731536,18.61478
ENGI11.SA,2016-09-01,20.757086,21.405121,20.029291,20.677326,10171326,18.515095
ENGI11.SA,2016-10-01,20.687296,22.581554,20.188807,22.31237,11234438,19.97916
ENGI11.SA,2016-11-01,22.731102,23.319319,18.932615,19.67038,10232410,17.613443
ENGI11.SA,2016-12-01,19.381254,19.819925,17.427177,18.523853,12818927,16.586809
ENGI11.SA,2017-01-01,18.932615,20.777023,18.244699,20.308445,15615077,18.184786
ENGI11.SA,2017-02-01,19.939564,23.27944,19.889713,22.531706,28978260,20.175558
ENGI11.SA,2017-03-01,22.621433,23.628382,21.514788,22.631405,15633735,20.523409
ENGI11.SA,2017-04-01,22.820829,23.229591,21.514788,22.681253,11987816,20.568613
ENGI11.SA,2017-05-01,22.681253,25.801794,19.839865,22.432009,22503194,20.342585
ENGI11.SA,2017-06-01,22.641373,24.106932,21.91358,23.807838,7716507,21.590265
ENGI11.SA,2017-07-01,23.807838,25.512671,22.950438,24.824757,6473852,22.512461
ENGI11.SA,2017-08-01,25.004211,25.901491,23.728081,24.695148,12722636,22.394926
ENGI11.SA,2017-09-01,24.834724,26.619316,24.754967,25.54258,9330886,23.427933
ENGI11.SA,2017-10-01,25.462822,25.981251,23.967354,24.6453,15459807,22.60494
ENGI11.SA,2017-11-01,24.924454,26.220526,23.409046,25.243486,7789330,23.153599
ENGI11.SA,2017-12-01,24.944393,27.556477,24.336235,27.217503,8172888,24.96419
ENGI11.SA,2018-01-01,27.217503,30.667048,25.6024,30.407833,25050088,27.890394
ENGI11.SA,2018-02-01,30.407833,33.777618,30.258287,32.90028,13846836,30.176491
ENGI11.SA,2018-03-01,32.521427,34.914173,32.481548,34.595142,37860801,31.731037
ENGI11.SA,2018-04-01,34.595142,34.964024,31.87339,33.029884,16786816,30.761452
ENGI11.SA,2018-05-01,33.029884,33.129585,29.380945,30.038952,12603676,27.975929
ENGI11.SA,2018-06-01,29.999071,33.009945,28.942274,29.161612,17558248,27.158844
ENGI11.SA,2018-07-01,28.962215,31.055868,28.962215,30.218409,29574858,28.143063
ENGI11.SA,2018-08-01,30.028982,31.035931,27.028076,30.10874,21873487,28.040926
ENGI11.SA,2018-09-01,30.447712,31.544388,29.540462,30.696957,12824646,28.871302
ENGI11.SA,2018-10-01,30.607229,34.525352,29.709949,34.395744,14314346,32.350109
ENGI11.SA,2018-11-01,34.375805,37.990002,33.707832,37.290001,14229696,35.072235
ENGI11.SA,2018-12-01,38,38.25,36.029999,37.060001,13829000,34.855911
ENGI11.SA,2019-01-01,37.060001,42.389999,37.060001,41.700001,27291400,39.219963
ENGI11.SA,2019-02-01,41.720001,42.509998,39.93,40.200001,18697400,37.809166
ENGI11.SA,2019-03-01,40.549999,42.950001,38.700001,40.279999,11590600,38.491531
ENGI11.SA,2019-04-01,40.02,41.91,38.639999,41.799999,13170200,40.091179
ENGI11.SA,2019-05-01,41.799999,45.049999,41.009998,45.009998,47122600,43.169956
ENGI11.SA,2019-06-01,45.150002,46.189999,43.549999,46,25446900,44.11948
ENGI11.SA,2019-07-01,46,49.599998,44.970001,49.400002,21058500,47.380489
ENGI11.SA,2019-08-01,49.400002,51,45.369999,47.25,22617800,45.318382
ENGI11.SA,2019-09-01,47.259998,51.360001,45.029999,49.779999,28792200,48.011631
ENGI11.SA,2019-10-01,49.950001,50.169998,45.310001,48,26225000,46.294865
ENGI11.SA,2019-11-01,48.209999,49.029999,44.84,45.860001,20039800,44.230885
ENGI11.SA,2019-12-01,45.98,54.509998,45.119999,54.240002,12673800,52.313198
ENGI11.SA,2020-01-01,54.240002,57.700001,52.830002,55.880001,12804900,53.894939
ENGI11.SA,2020-02-01,55.040001,59.799999,52.32,53.130001,13601900,51.242626
